ID,Название,Адрес,URL,Цена,ЕИ цены,Координаты lat,Координаты lng,Тип здания,Класс здания,Общая площадь,Этаж,Отделка,Залог,"Комиссия, %",Категория,Парковка,Тип парковки,Отдельный вход,Аренда части площади,"Высота потолков, м",Включено в стоимость,Несколько этажей,Отопление,Отделка,Вход,Отдельный вход,Описание,Изображения,Дата опубликования,Тип продавца,Название компании,Имя продавца,URL продавца,Номер телефона
2267560401,Теплый склад класса A общей площадью 128311.00 кв,"Московская область, Ленинский г.о., д. Ближние Прудищи, вл1с1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/teplyy_sklad_klassa_a_obschey_ploschadyu_128311.00_kv_2267560401,192 466 500,₽ в месяц,55.576874,37.697145,Другой,A,100000 м²,1,Без отделки,Без залога,0,Коммерческая недвижимость,,,,,,,,,,,,"ID: w8358
Предлагаются в аренду складские площади в многофункциональном трехэтажном комплексе класса ""А"". Расположен: Московская обл., развязка МКАД и М4 «Дон».
Общая площадь 128311 м2. Из них: 114304 м2 - складская площадь, 14007 м2 - мезонин.
Полезная высота от 7,5 м до 9 м.
Полы - бетон с антипылевым покрытием.
Нагрузка на пол на 1 этаже  8-10 т/м2, на 2 - 4 т/м2, на 3 - 1,64 т/м2.
Шаг колонн 12х12 м.
Ворота - доки.
Спринклерная система пожаротушения, приточно-вытяжная вентиляция.
Доступ крупнотоннажного транспорта и полноценные зоны погрузки/разгрузки на 1 и 2 этажах.
Доступ среднетоннажного транспорта на 3 этаж.
Асфальтированная площадка – балкон – по всему периметру 2 этажа.
На 1 и 2 этажах офисы по запросу.
На 3 этаже – панорамное остекление с возможностью возведения 2-этажных офисов.
Готовность к въезду - 2 кв. 2022 г.",https://97.img.avito.st/image/1/1.QCDBXLay7Mn3627EzXVYWS7_7M9h_e4.z5dDNtkvWDQy23oplsno7Z6tzjiBaBS1RpEOFEUuNSk; https://50.img.avito.st/image/1/1.e24NXLay14c761WKd3ljF-L_14Gt_dU.KO1upk6-RGJRhl1sGjcqchY1Sq-lO5UDfX6gd5eMwKE; ,1655874782,Компания,PRAEDIUM,Анастасия,https://www.avito.ru/user/22ac3caea62d188c5138ea85b830f2bb/profile,+79584624829
2412726195,"Склад на МКАД со стеллажами, 52 000 м²","Московская область, г.о. Мытищи, пос. Вёшки, торгово-промышленная зона Алтуфьево, вл1с1Б",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_na_mkad_so_stellazhami_52_000_m_2412726195,1 060,₽ в месяц за м²,55.916936,37.562227,Другой,A,70000 м²,1,Чистовая,2,,Коммерческая недвижимость,На улице,Подходит для грузового транспорта,Да,Да,12,Эксплуатационные расходы,,Автономное,,,,"Сдается офисно-складской комплекс класса А с обширной парковкой, расположенный в 1,5 км от МКАД по Алтуфьевскому шоссе в д. Вешки.

Площадь склада 52 000 кв.м., склад состоит из нескольких отсеков, возможна аренда части помещений от 5 000 кв. м. 

Склад оборудован  как мультитемпературный, возможна аренда помещений с режимами: +18, +2..+6, +7...+10, -18..-22

Кросс док, высота потолка 12 метров 

Установлены стеллажи, выполнена разводка под wi-fi и видеонаблюдение 

Срок аренды от 11 месяцев, склад готов к въезду 

Ставка аренды - 1 060 р., включая НДС за 1 кв. м. в месяц за отапливаемые помещения, цена за холодильные/морозильные помещения по договоренности

Офисно-бытовые помещения на складе по запросу

Столовая, общежитие на территории  ",https://77.img.avito.st/image/1/1.JHyXObayiJWhjgqY03l2XkSaiJM3mIo.P3Tj6Jfpe_REsGIFreRu4FtgdHNYxoaj15_hgtWpAKQ; https://72.img.avito.st/image/1/1.KblSkLayhVBkJwddDNB7m4EzhVbyMYc.Dczi_c8solBe7mWZlInpajYC8qefa-DzhpdqfOtRbRY; https://74.img.avito.st/image/1/1.Kz8Pr7ayh9Y5GAXbVe95HdwMh9CvDoU.IlkkuPRHoe8j9o9N-wKOHh6MrmeKqPcf_wALvJ7Cmuc; https://80.img.avito.st/image/1/1.MaTSkLaynU3kJx9AvLxihgEznUtyMZ8.V4MIl-hIyHDBKN_BjW9JzUZ5nad2e-iaRiqGPMQ_pBg; https://81.img.avito.st/image/1/1.MEwEuraynKUyDR6oaJZjbtcZnKOkG54.Q2gCfpQ2E8Z2q3jLwNYoGLRSkNR6uxELX3yslxz4CSU; https://92.img.avito.st/image/1/1.JR31l7ayifTDIAv5s7t2PyY0ifJVNos.kGJHdhWx8OvO7WIntNfj8rys_yLzVKydXM0GdaFYuTQ; https://87.img.avito.st/image/1/1.Lo0oa7aygmQe3ABpeEd9r_vIgmKIyoA.geBWgaUwKlkrm0zxQgZqGgeKv9DUge0LBll16H6L9e0; https://88.img.avito.st/image/1/1.KaTSkLayhU3kJwdAjLx6hgEzhUtyMYc.RFqR3NVmH9d5ZhYDrqcT1F06bMemYsIdZx9pKvAKm2I; https://73.img.avito.st/image/1/1.iNoEtLayJDMyA6Y-GPqJ-9cXJDWkFSY.pzBiNHTG8EBl2radXmjkssvSvLCUa-nps1SUSQsz1Ek; https://44.img.avito.st/image/1/1.DdX0UbayoTzC5iMx4hkY9CfyoTpU8KM.jJW_BNqOUUHxfCXAnRv3lCW1Olz9Eg82om93SFzAjIg; ,1655456514,Компания,ВкусВилл,Радаева Анастасия,https://www.avito.ru/user/4fa46a100d9c76a0e2e9417c3bc5d3c4/profile,+79586168754
2439991110,"Сдам складское помещение, 6000 м²","Москва, Шоссейная ул., 90с63",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sdam_skladskoe_pomeschenie_6000_m_2439991110,12 000,₽ в месяц за м²,55.665284,37.705967,,,6000 м²,1,,1,0,Коммерческая недвижимость,,,,,,,,,,,,"Сдается теплый склад 6000 м2 класса А, без комиссии.
Охраняемая территория, большая парковка, пандус.
НДС и коммунальные платежи включены.
Несколько ворот, проезд через КПП. 
Потолок 7 метров до перекрытий.
Мощность - 50 кВатт.
Просмотр и договор сейчас.
ДОГОВОР НА 11 МЕСЯЦЕВ.
Появятся дополнительные вопросы, звоните! Алия",https://36.img.avito.st/image/1/1.6YIZb7ayRWsv2MdmR1jyk8nMRW25zkc.1jbRMfuXhGrsymepeJprF-GLBLUS7Lhg3R9EtM1CG6g; https://58.img.avito.st/image/1/1.H1VzBbays7xFsjGxQVkDRKOms7rTpLE.o6oDOqcwXOF41c6IKqEu78hm0keyYPHgfW-dIC7JvSM; https://07.img.avito.st/image/1/1.uiY_37ayFs8JaJTCR7njC-58FsmffhQ.rEZS3uwAtEBxmoj09h2yTJvYi2Gh4wSeuV-704UCvUA; https://97.img.avito.st/image/1/1.ROj73ray6AHNaWoM_4tZ-St96Adbf-o.O5cn26pSqLWtF_EsnW2rFf2-SlYcwIfmAHB__xur_8I; https://92.img.avito.st/image/1/1.rXFNxbayAZh7coOVG6OxYJ1mAZ7tZAM.f_cUUPjSTSeKqd015d8x9AT9NrS7BCg_pZ0cAzslsdg; https://34.img.avito.st/image/1/1.83HdQrayX5jr9d2VtyXsYA3hX559410.KScjZWI3E6MupEyzHQuK40aVBdA1sqyCORYeCEDV1_M; https://51.img.avito.st/image/1/1.bjjqaraywtHc3UDcuhtvKTrJwtdKy8A.D1iG_VmqsFEtWUgm1_pIhtCuN_dM0sPwmoMUe2SA4D0; https://53.img.avito.st/image/1/1.tInplLayGGDfI5ptjfbtpDg3GGZJNRo.8hQIzi8I8Sn11N17Kqzu16_MFbmsglbxGjFEhSZWeFg; ,1657114865,Компания,Макспол Недвижимость,Искужина Алия Кадымовна,https://www.avito.ru/user/9323d0ab4b554e10a96ae17c5cdb96fc/profile,+79587539522
2047224243,"Склад, 5000 м²","Москва, Рябиновая ул., 53с2",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_5000_m_2047224243,13 500,₽ в месяц за м²,55.693662,37.428953,Другой,,5000 м²,3,Чистовая,1,,Коммерческая недвижимость,,,,,6,,,,,,,"Сдается отапливаемое складское помещение площадью 5077 кв.м. Расположено на 3м этаже, высота потолка 5,5 м., подъем с помощью 5 лифтов г/п 5 т. Цена с НДС.",https://94.img.avito.st/image/1/1.57ndnLayS1DrK8ldn7esjgI_S1Z9PUk.lRpw0WSajT_gvzhN70iBr1p1Vu0DvCO9mM_aMQ4pn2I; ,1657539973,Компания,ФОНСклад,отдел продаж,https://www.avito.ru/user/918322343cd63d6f73cb424cf6c5f7e8/profile,+79176606802
2427827735,Теплый склад класса A общей площадью 44579.00 кв.м,"Московская область, Ленинский г.о., д. Ближние Прудищи, вл1с1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/teplyy_sklad_klassa_a_obschey_ploschadyu_44579.00_kv.m_2427827735,66 868 500,₽ в месяц,55.576874,37.697145,Другой,A,44579 м²,2,Без отделки,Без залога,0,Коммерческая недвижимость,,,,,,,,,,,,"ID: w9743
Предлагаются в аренду складские площади в многофункциональном трехэтажном комплексе класса ""А"". Расположен: Московская обл., развязка МКАД и М4 «Дон».
Общая площадь 2 этажа: 44579 м2. Из них: 36069 м2 - складская площадь, 8510 м2 - мезонин.
Полезная высота 9 м.
Полы - бетон с антипылевым покрытием.
Нагрузка на пол  4 т/м2.
Шаг колонн 12х12 м.
Ворота - доки.
Спринклерная система пожаротушения, приточно-вытяжная вентиляция.
Доступ крупнотоннажного транспорта и полноценные зоны погрузки/разгрузки.
Асфальтированная площадка – балкон – по всему периметру 2 этажа.
Офисы по запросу.
Готовность к въезду - 2 кв. 2022 г.",https://45.img.avito.st/image/1/1.FNCo9LayuDmeQzo0jJhdjXpXuD8IVbo.8kpXXvmM0UAvDXOuWB0QVx5atpqpPJ5EPNeNeW40rps; ,1655877940,Компания,PRAEDIUM,Анастасия,https://www.avito.ru/user/22ac3caea62d188c5138ea85b830f2bb/profile,+79584833984
2266938047,Теплый склад класса A общей площадью 42655.00 кв.м,"Московская область, Ленинский г.о., д. Ближние Прудищи, вл1с1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/teplyy_sklad_klassa_a_obschey_ploschadyu_42655.00_kv.m_2266938047,63 982 500,₽ в месяц,55.576874,37.697145,Другой,A,42655 м²,1,Без отделки,Без залога,0,Коммерческая недвижимость,,,,,,,,,,,,"ID: w9741
Предлагаются в аренду складские площади в многофункциональном трехэтажном комплексе класса ""А"". Расположен: Московская обл., развязка МКАД и М4 «Дон».
Общая площадь 42655 м2. Из них: 37158 м2 - складская площадь, 5497 м2 - мезонин.
Полезная высота 9 м.
Полы - бетон с антипылевым покрытием.
Нагрузка на пол  8-10 т/м2.
Шаг колонн 12х12 м.
Ворота - доки.
Спринклерная система пожаротушения, приточно-вытяжная вентиляция.
Доступ крупнотоннажного транспорта и полноценные зоны погрузки/разгрузки.
Офисы по запросу.
Готовность к въезду - 2 кв. 2022 г.",https://90.img.avito.st/image/1/1.224NXLayd4c76_WKN3vDF-L_d4Gt_XU.gpMqncI3J8mIHLYlDX0P2tiIjsRxNLaUnwd8jPp_kOA; ,1655874804,Компания,PRAEDIUM,Анастасия,https://www.avito.ru/user/22ac3caea62d188c5138ea85b830f2bb/profile,+79586194085
2427060830,Теплый склад класса A общей площадью 41077.00 кв.м,"Московская область, Ленинский г.о., д. Ближние Прудищи, вл1с1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/teplyy_sklad_klassa_a_obschey_ploschadyu_41077.00_kv.m_2427060830,61 615 500,₽ в месяц,55.576874,37.697145,Другой,A,41077 м²,3,Без отделки,Без залога,0,Коммерческая недвижимость,,,,,,,,,,,,"ID: w9745
Предлагаются в аренду складские площади в многофункциональном трехэтажном комплексе класса ""А"". Расположен: Московская обл., развязка МКАД и М4 «Дон».
Общая площадь 3 этажа:  41077 м2. 
Полезная высота 7,5 м.
Полы - бетон с антипылевым покрытием.
Нагрузка на пол 1,64 т/м2.
Шаг колонн 12х24 м.
Ворота - доки.
Спринклерная система пожаротушения, приточно-вытяжная вентиляция.
Доступ среднетоннажного транспорта на 3 этаж.
Панорамное остекление с возможностью возведения 2-этажных офисов.
Готовность к въезду - 2 кв. 2022 г.",https://79.img.avito.st/image/1/1.krcq2rayPl4cbbxTAqjb6vh5PliKezw.C-h6WvzbRZL9Jop6r4Sy7OKqIT9Q8NwA__Xq2Ujm1dA; ,1655877950,Компания,PRAEDIUM,Анастасия,https://www.avito.ru/user/22ac3caea62d188c5138ea85b830f2bb/profile,+79587095611
2340569319,Склад 37000кв.м на первом этаже,"Московская область, Ленинский г.о., д. Ближние Прудищи, 42А",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_37000kv.m_na_pervom_etazhe_2340569319,46 245 000,₽ в месяц,55.577053,37.695724,Другой,,37000 м²,1,Без отделки,1,0,Коммерческая недвижимость,На улице,,,,9,,,,,,,"Предлагаю в аренду склад 37000кв.м на втором этаже + мезанин 5500кв.м. Объект расположен в непосредственной близости от развязки МКАД с федеральной трассой М4 Дон, проходящей через аэропорт Домодедово.

Крупнотоннажный транспорт имеет доступ на первые два этажа.

Кросс-докинг с увеличенным количеством доков.

Готовые инженерные коммуникации и инфраструктура.

Противопожарные стены из сборного железобетона по немецкой технологии без сгораемых элементов, эффективная система пожаротушения.

Энергосберегающий непрерывный тепловой контур.

Перегрузочное оборудование европейского производства по стандартам ЕС.

Естественная вентиляция. Автономное отопление. Спринклерная система пожаротушения.

Возможна аренда помещений меньшей площади.

Обращаю ваше внимание, что все обсуждается индивидуально. Звоните!",https://35.img.avito.st/image/1/1.frqtMbay0lObhlBe3SALp0SS0lUNkNA.548YWMJWF2EnkPMdtEGUWVVInXv4_DRh9ePpGWlBDDo; https://58.img.avito.st/image/1/1.E2jE6rayv4HyXT2M7o5mdS1Jv4dkS70.D3xvjnhnUPY7HH3KAiMmapA8aEdP_-DaThuou5EX0cI; https://55.img.avito.st/image/1/1.6joPhrayRtM5McTeV6WfJ-YlRtWvJ0Q.8Z7Q1Qez-MJ8oArn4FIdw3zd6fSVWS6g3gUPhePTGa8; ,1655817663,Компания,BeProfessional-Realty,Гусев Валерий,https://www.avito.ru/user/7e3ff5976fe1b4412a11b5e9b9a9051c/profile,+79316662653
2461156305,"Сдам складское помещение, 41000 м²","Москва, Кавказский б-р, 57",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sdam_skladskoe_pomeschenie_41000_m_2461156305,42 708 334,₽ в месяц,55.628835,37.633679,Административное здание,,41000 м²,1,Офисная,0.5,0,Коммерческая недвижимость,Нет,,,,4.5,,,,,Со двора,,"Лот novok-199326 Зам~97 Склад в Москва Кавказский бул., 57 (41000. 0 м) Тип объявления: Сдам Вид объекта: Складское помещение Общая площадь: 41000. 0 Этаж: 1 Этажность здания: 2 Мультитемпературный склад (отдельностоящее строение), общей площадью 41080, 50 кв. м. Складские помещения после капитального ремонта, класс В+, высота потолка 4, 5 м. Помещения частично расположены на первом (около 22 000, 00 кв. м. ) и цокольном (около 19 000, 00 кв. м. ) этажах. Покрытие полов бетон с антипылевым износостойким покрытием. Наличие дебаркадера с обеих сторон строения обеспечивает возможность кроссдокинга. Внутри: подсобные помещения, раздевалки, сан. узлы. Большая территория - удобно для стоянки и маневрирования большегрузного транспорта. Возможна модификация помещений по техническому заданию Арендатора Лифты: 10 грузовых лифтов г/п 3 тонн Шаг колонн: 6 х 6 метров Высота потолка: 4, 5 м Нагрузка на пол: 2 500 (на 1м этаже) кг, 6 000 (на цокольном) кг Температурный режим: от +18 С до -18 С; Коммуникации: современные (электричество, пожарная сигнализация), оптико-волоконная связь (Интернет, телефония), вентиляция; Инфраструктура: автомойка, кафе, ресторан, вендинговые аппараты. Без комиссии. .",https://62.img.avito.st/image/1/1.b6aA7rayw0-2WUFC0qNR615Nw0kgT8E.DB3qYIWOXYA_87lK5Lhqy67RzsDJzKaJv6JyYU_9I5Y; https://39.img.avito.st/image/1/1.FsUQOLayuiwmjzghMFQoiM6buiqwmbg.bxSUEavhgHjO3mN9TZB7Dt097v9NRyTP7wH_grO95oo; https://82.img.avito.st/image/1/1.B6aA1rayq0-2YSlCguo56151q0kgd6k.jlucFmtYf7NwiBuC5FCdqu2PKxJ31vW1njP5FXpNezI; https://99.img.avito.st/image/1/1.tk0uZbayGqQY0pipTiuXAPDGGqKOxBg.zxfKhirYOBNbjx4tt3A2cKrS0cBBT2PdRq0KO9dPIc8; https://51.img.avito.st/image/1/1.1k0udLayeqQYw_ipDn_3APDXeqKO1Xg.7NVaHaT5MNWzeCmeT90qd5jtSdmwyl5guesTaaN_OBU; https://96.img.avito.st/image/1/1.NSzzl7aymcXFIBvIleMVYS00mcNTNps.-1Ax3iVv1f9hXaaMM8YVt35liM5pHVbvRhFj4RwHuMc; https://52.img.avito.st/image/1/1.safI8LayHU7-R59DptaR6hZTHUhoUR8.KKgIKNcJEZi6KCAwVTAxkuff6hGVmdS2YDqcs0wTF1A; https://89.img.avito.st/image/1/1.QAIQhbay7OsmMm7mHLxjT84m7O2wJO4.vJZNZ-8ZMHuQR8WafLx1ZDmSzQ23FMvT28GLSh93hSQ; ,1655710919,Компания,Замоскворечье,,https://www.avito.ru/user/cdfa6b6d4e188f17c1bd4a148000002b/profile,+79587421054
2492573087,"Склад, 41000 м²","Москва, Кавказский б-р, 57с3",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_41000_m_2492573087,12 500,₽ в год за м²,55.627905,37.635278,Другой,B,41000 м²,1,Чистовая,2,0,Коммерческая недвижимость,На улице,,Да,,5,,,Центральное,,С улицы,,"Предлагается в аренду мультитемпературный склад (отдельностоящее строение) класса В+ в комплексе, расположенном в Южном административном округе, между ТТК (10 км) и МКАД (8 км) с возможностью выезда сразу на 2 шоссе: Варшавское и Каширское.

Ставка аренды: отапливаемый склад – 11 000 рублей / кв.м. / год, охлаждаемый склад – 12 500 рублей / кв.м. / год, морозильный склад – 13 500 рублей / кв.м. / год.

НДС и OPEX включены в арендную ставку.
• Класс: B+
• Нагрузка на пол: 3 т/кв. м
• Шаг колонн: 6x6 м
• Высота потолка: 4.5 м
• Система пожаротушения: Спринклерная
• Количество ворот: 1 на 1000 кв м
• Тип пола: Бетонные, антипылевые

Помещения расположены на первом и цокольном этажах:

1 этаж: 22 000,00 кв.м

цоколь: 19 000,00 кв.м.
Развернутая длина ж/д путей, проходящих по территории комплекса составляет 570 м.; автомобильных пандусов - 1 512 м.
Собственная котельная: газовые котлы мощностью по 3 200 кВт - 2 шт.
Оснащение холодильных и морозильных камер оборудованием фирмы Bitzer (Германия).
Лифты грузоподъемностью 3 и 5 тонн.
Обеспечение круглосуточного обслуживания всех систем и коммуникаций собственной службой эксплуатации.
Круглосуточная охрана, огороженная территория, система видеонаблюдения, пропускной режим.
Современная пожарная и охранная сигнализация.",https://58.img.avito.st/image/1/1.P7qecLayk1OoxxFe7AB7l0HTk1U-0ZE.g1upVHNX1SxaMa7S03CVsPnRS0UZaW53XEI4SG85V84; https://32.img.avito.st/image/1/1.Yd5i6bayzTdUXk86LJAl871KzTHCSM8.EY0Cthbhu4XUVVc91X8yQyYMN1BsjbJDQB2NIfq1UQE; https://67.img.avito.st/image/1/1.Gq3MKraytkT6nTRJ9GJegBOJtkJsi7Q.99iFNubjbVjwfLFKnK5F1FXTlEylBSQIZSAsPe0noxY; https://34.img.avito.st/image/1/1.9yzni7ayW8XRPNnIhdCzATgoW8NHKlk.QVhVEAsY_a8wzFEuVCSRmN2DpIFEvj8CDSoUFtCqO3k; https://34.img.avito.st/image/1/1.17qebraye1Oo2flevCGTl0HNe1U-z3k.YzY98xLZEX-8oDoQvX4YFIAQhRKjqdY2QH-5ZoL6xBU; https://85.img.avito.st/image/1/1.QIGTtbay7GilAm5ln4QFrEwW7G4zFO4._HbBIg4dHY07hqPjL-71ySaezvIVZSJyDcGvW_MbZME; ,1657280731,Компания,Агентство Недвижимости ACCESS REALTY,Максим,https://www.avito.ru/user/4ebbf06ed9cee95fe7fb2a0d4765ad15/profile,+79856402161
